"match_id","match_date","A_id","B_id","y","dRank","dDecay","wWR_A","wWR_B","dW"
2529,2024-02-12,210683,202354,1,696,1.52196155561863,0.642857142857143,0.320729104072662,0.322128038784481
2529,2024-02-12,202354,210683,0,-696,1.52196155561863,0.291705011342531,0.6875,-0.395794988657469
2530,2024-02-12,207129,209951,1,-459,1.52196155561863,0.108197742815921,0.190754620138847,-0.0825568773229263
2530,2024-02-12,209951,207129,0,459,1.52196155561863,0.138076977393581,0.266848432341194,-0.128771454947612
2531,2024-02-12,144985,209318,1,-243,1.52196155561863,0.087359594058532,0.5,-0.412640405941468
2531,2024-02-12,209318,144985,0,243,1.52196155561863,0.25,0.223099090256351,0.0269009097436492
2532,2024-02-12,126340,209921,1,-574,1.52196155561863,0.5,0.5,0
2532,2024-02-12,209921,126340,0,574,1.52196155561863,0.25,0.55409887140796,-0.30409887140796
248,2024-02-19,126409,202195,1,-26,1.63231621995538,0.710316285111351,0.742035170208341,-0.0317188850969904
248,2024-02-19,202195,126409,0,26,1.63231621995538,0.703003220516357,0.733395006650612,-0.0303917861342551
249,2024-02-19,124186,127760,1,-67,1.63231621995538,0.644529907791438,0.75220757286482,-0.107677665073382
249,2024-02-19,127760,124186,0,67,1.63231621995538,0.680863791846295,0.705258315035991,-0.0243945231896965
250,2024-02-19,200240,109739,1,19,1.63231621995538,0.616811434860849,0.174533006583633,0.442278428277216
250,2024-02-19,109739,200240,0,-19,1.63231621995538,0.129373214416597,0.651283079528282,-0.521909865111684
251,2024-02-19,206748,106000,1,-16,1.63231621995538,0.616618859268352,0.670741341522788,-0.0541224822544355
251,2024-02-19,106000,206748,0,16,1.63231621995538,0.638454856613014,0.636661809666557,0.00179304694645677
252,2024-02-19,202195,209414,1,106,1.63231621995538,0.667872326336611,0.434109877338354,0.233762448998257
252,2024-02-19,209414,202195,0,-106,1.63231621995538,0.350286778503942,0.683679673436992,-0.33339289493305
253,2024-02-19,126409,133975,1,-1,1.63231621995538,0.7530677732167,0.354025741880991,0.399042031335709
253,2024-02-19,133975,126409,0,1,1.63231621995538,0.319900558579393,0.770036747881677,-0.450136189302284
254,2024-02-19,124186,106310,1,-106,1.63231621995538,0.748264700450546,0.594794148181633,0.153470552268913
254,2024-02-19,106310,124186,0,106,1.63231621995538,0.566947045282351,0.780318844543028,-0.213371799260677
255,2024-02-19,127760,202320,1,-50,1.63231621995538,0.62188095241573,0.5,0.12188095241573
255,2024-02-19,202320,127760,0,50,1.63231621995538,0.396238701895703,0.652025760983433,-0.255787059087731
256,2024-02-19,109739,111200,1,-56,1.63231621995538,0.102779409302095,0.0864194989168036,0.0163599103852914
256,2024-02-19,111200,109739,0,56,1.63231621995538,0.0736840257498533,0.255763736408384,-0.182079710658531
257,2024-02-19,200240,122570,1,-1902,1.63231621995538,0.680064480029874,0.5,0.180064480029874
257,2024-02-19,122570,200240,0,1902,1.63231621995538,0.25,0.704457150999122,-0.454457150999122
258,2024-02-19,106000,104926,1,47,1.63231621995538,0.609133879094658,0.335948401854937,0.27318547723972
258,2024-02-19,104926,106000,0,-47,1.63231621995538,0.285683362381702,0.626296190394318,-0.340612828012616
259,2024-02-19,207925,117360,1,-95,1.63231621995538,0.736005154013145,0.527925603386109,0.208079550627036
259,2024-02-19,117360,207925,0,95,1.63231621995538,0.462659021527271,0.762516772636641,-0.299857751109371
260,2024-02-19,206499,208260,1,-39,1.63231621995538,0.775317750198909,0.650893479843063,0.124424270355846
260,2024-02-19,208260,206499,0,39,1.63231621995538,0.616550226189223,0.801206875932584,-0.184656649743361
261,2024-02-19,200587,133297,1,181,1.63231621995538,0.59821269259245,0.216067315270751,0.382145377321699
261,2024-02-19,133297,200587,0,-181,1.63231621995538,0.150870812466182,0.614411751348661,-0.463540938882479
262,2024-02-19,207182,208854,1,-158,1.63231621995538,0.678538956707079,0.0509155893145595,0.627623367392519
262,2024-02-19,208854,207182,0,158,1.63231621995538,0.0462099732718654,0.698891909445867,-0.652681936174001
263,2024-02-19,207925,200647,1,-97,1.63231621995538,0.784189490872978,0.189857604657354,0.594331886215624
263,2024-02-19,200647,207925,0,97,1.63231621995538,0.172686620501451,0.80223731279706,-0.629550692295609
264,2024-02-19,117360,134457,1,6,1.63231621995538,0.411754485607313,0.688529209346215,-0.276774723738902
264,2024-02-19,134457,117360,0,-6,1.63231621995538,0.654297477581966,0.470061513983705,0.184235963598261
265,2024-02-19,206499,105449,1,-139,1.63231621995538,0.821746253876244,0.888328869126098,-0.0665826152498536
265,2024-02-19,105449,206499,0,139,1.63231621995538,0.726149089182067,0.838438814385695,-0.112289725203628
266,2024-02-19,208260,105819,1,-113,1.63231621995538,0.58564945894592,0.190754620138847,0.394894838807073
266,2024-02-19,105819,208260,0,113,1.63231621995538,0.138076977393581,0.605425086377377,-0.467348108983796
267,2024-02-19,133297,200214,1,-710,1.63231621995538,0.115899199638807,0.5,-0.384100800361193
267,2024-02-19,200214,133297,0,710,1.63231621995538,0.25,0.282268266560769,-0.032268266560769
268,2024-02-19,200587,209279,1,150,1.63231621995538,0.629355221282702,0.642020359041223,-0.0126651377585205
268,2024-02-19,209279,200587,0,-150,1.63231621995538,0.601605225334265,0.643183636986041,-0.0415784116517763
269,2024-02-19,208854,208278,1,166,1.63231621995538,0.042300557965888,0.578668384671048,-0.53636782670516
269,2024-02-19,208278,208854,0,-166,1.63231621995538,0.520555751954584,0.117003082546751,0.403552669407833
270,2024-02-19,207182,200711,1,-254,1.63231621995538,0.716821072111712,0.134283349750694,0.582537722361018
270,2024-02-19,200711,207182,0,254,1.63231621995538,0.10585438653204,0.732735079051045,-0.626880692519005
271,2024-02-19,200335,207678,1,-8,1.63231621995538,0.43637459629052,0.35111552354887,0.0852590727416504
271,2024-02-19,207678,200335,0,8,1.63231621995538,0.31929463039413,0.480138928264999,-0.160844297870869
272,2024-02-19,144895,207799,1,-168,1.63231621995538,0.108612914854941,0.716598411490358,-0.607985496635417
272,2024-02-19,207799,144895,0,168,1.63231621995538,0.632140432997235,0.267689640337721,0.364450792659514
273,2024-02-19,207681,126504,1,-37,1.63231621995538,0.448068053369837,0.116981945742972,0.331086107626865
273,2024-02-19,126504,207681,0,37,1.63231621995538,0.094801757612293,0.491198804480035,-0.396397046867742
274,2024-02-19,208363,144821,1,-61,1.63231621995538,0.671348681083277,0.0883445274516908,0.583004153631586
274,2024-02-19,144821,208363,0,61,1.63231621995538,0.0750789064311852,0.692285353543951,-0.617206447112765
275,2024-02-19,207678,209260,1,84,1.63231621995538,0.292762183033508,0.616053296294458,-0.323291113260949
275,2024-02-19,209260,207678,0,-84,1.63231621995538,0.553888132606846,0.347022683026548,0.206865449580298
276,2024-02-19,200335,144684,1,26,1.63231621995538,0.517596545981241,0.398976309839744,0.118620236141498
276,2024-02-19,144684,200335,0,-26,1.63231621995538,0.356159280949796,0.550019079995705,-0.193859799045909
277,2024-02-19,207799,124079,1,220,1.63231621995538,0.565491812797333,0.649041652317315,-0.0835498395199818
277,2024-02-19,124079,207799,0,-220,1.63231621995538,0.586969569777543,0.606934034895865,-0.0199644651183221
278,2024-02-19,144895,200116,1,16,1.63231621995538,0.378586877228316,0.829690946907292,-0.451104069678976
278,2024-02-19,200116,144895,0,-16,1.63231621995538,0.79034426464241,0.460314080072146,0.330030184570264
279,2024-02-19,126504,202058,1,51,1.63231621995538,0.0796918943152209,0.616229395135965,-0.536537500820744
279,2024-02-19,202058,126504,0,-51,1.63231621995538,0.573567956961092,0.206209268483975,0.367358688477117
280,2024-02-19,207681,208882,1,-38,1.63231621995538,0.528077233949525,0.599283917019772,-0.0712066830702469
280,2024-02-19,208882,207681,0,38,1.63231621995538,0.564539541859866,0.55997098560495,0.00456855625491603
281,2024-02-19,208363,127123,1,-277,1.63231621995538,0.710714249624787,0.606685406197454,0.104028843427333
281,2024-02-19,127123,208363,0,277,1.63231621995538,0.561129780089144,0.727060478619122,-0.165930698529978
282,2024-02-19,144821,206307,1,-137,1.63231621995538,0.0652770477160331,0.411379949527621,-0.346102901811588
282,2024-02-19,206307,144821,0,137,1.63231621995538,0.376512770410405,0.17321695966548,0.203295810744926
2533,2024-02-19,202261,209857,1,-3,1.63231621995538,0.437399460650886,0.902387706859958,-0.464988246209072
2533,2024-02-19,209857,202261,0,3,1.63231621995538,0.858498997696192,0.474711829998191,0.383787167698001
2534,2024-02-19,209857,206889,1,-200,1.63231621995538,0.818681443132591,0.822423646199947,-0.00374220306735551
2534,2024-02-19,206889,209857,0,200,1.63231621995538,0.758892022565532,0.826718322240852,-0.0678262996753198
2535,2024-02-19,202261,206909,1,82,1.63231621995538,0.507382815950913,0.747753847630043,-0.24037103167913
2535,2024-02-19,206909,202261,0,-82,1.63231621995538,0.725257537882661,0.536227739326359,0.189029798556303
2536,2024-02-19,209857,209976,1,4,1.63231621995538,0.834072977197817,0.775317750198909,0.0587552269989087
2536,2024-02-19,209976,209857,0,-4,1.63231621995538,0.685981370773211,0.84082873880124,-0.154847368028029
2537,2024-02-19,206889,208169,1,205,1.63231621995538,0.704472071583348,0.458429536002778,0.24604253558057
2537,2024-02-19,208169,206889,0,-205,1.63231621995538,0.430536550285779,0.724246298327051,-0.293709748041272
2538,2024-02-19,206909,208233,1,-100,1.63231621995538,0.70407530499045,0.278683302910118,0.425392002080331
2538,2024-02-19,208233,206909,0,100,1.63231621995538,0.259520383367397,0.712472962850697,-0.452952579483301
2539,2024-02-19,202261,106298,1,-133,1.63231621995538,0.561881521513638,0.658408943604193,-0.0965274220905545
2539,2024-02-19,106298,202261,0,133,1.63231621995538,0.61611042923507,0.584845963605056,0.0312644656300137
2540,2024-02-19,209857,200514,1,88,1.63231621995538,0.847055897452152,0.689449305931416,0.157606591520736
2540,2024-02-19,200514,209857,0,-88,1.63231621995538,0.638311551739908,0.852814157973338,-0.21450260623343
2541,2024-02-19,209976,105938,1,-26,1.63231621995538,0.615105525832804,0.307349500673169,0.307756025159635
2541,2024-02-19,105938,209976,0,26,1.63231621995538,0.284023320751749,0.65114894393482,-0.367125623183071
2542,2024-02-19,206889,106078,1,17,1.63231621995538,0.741540237277525,0.506775040116568,0.234765197160957
2542,2024-02-19,106078,206889,0,-17,1.63231621995538,0.478232487333465,0.756793004193401,-0.278560516859936
2543,2024-02-19,208169,111460,1,63,1.63231621995538,0.405843164083347,0.629296684646625,-0.223453520563278
2543,2024-02-19,111460,208169,0,-63,1.63231621995538,0.570398057912638,0.438072468525158,0.132325589387479
2544,2024-02-19,208233,105732,1,25,1.63231621995538,0.242823283148329,0.696917598210532,-0.454094315062203
2544,2024-02-19,105732,208233,0,-25,1.63231621995538,0.656112729287845,0.288593939519034,0.367518789768811
2545,2024-02-19,206909,208389,1,-328,1.63231621995538,0.720407160456562,0.512466283073494,0.207940877383068
2545,2024-02-19,208389,206909,0,328,1.63231621995538,0.478678083962131,0.727915234535926,-0.249237150573795
2546,2024-02-19,202261,105332,1,61,1.63231621995538,0.605522896977178,0.378095495582349,0.227427401394829
2546,2024-02-19,105332,202261,0,-61,1.63231621995538,0.350568920603335,0.624237897382931,-0.273668976779596
2547,2024-02-19,106298,208518,1,-43,1.63231621995538,0.578918651771559,0.780824770011776,-0.201906118240217
2547,2024-02-19,208518,106298,0,43,1.63231621995538,0.740127480480017,0.602890350683289,0.137237129796728
2548,2024-02-19,200514,144645,1,-138,1.63231621995538,0.594235951465366,0.502550567997824,0.0916853834675423
2548,2024-02-19,144645,200514,0,138,1.63231621995538,0.474324247246984,0.620444378684719,-0.146120131437735
2549,2024-02-19,209857,123795,1,-199,1.63231621995538,0.858154560012915,0.335062797024363,0.523091762988552
2549,2024-02-19,123795,209857,0,199,1.63231621995538,0.304394797902729,0.863120995013325,-0.558726197110596
2550,2024-02-19,209976,144750,1,-11,1.63231621995538,0.681019822038247,0.550659285287236,0.13036053675101
2550,2024-02-19,144750,209976,0,11,1.63231621995538,0.504038166729786,0.706178697597493,-0.202140530867707
2551,2024-02-19,105938,208004,1,65,1.63231621995538,0.263988043074777,0.643582227347865,-0.379594184273087
2551,2024-02-19,208004,105938,0,-65,1.63231621995538,0.609555689503001,0.312485944488427,0.297069745014575
2552,2024-02-19,106078,106296,1,233,1.63231621995538,0.45273365039375,0.211922671041715,0.240810979352035
2552,2024-02-19,106296,106078,0,-233,1.63231621995538,0.188738803889526,0.480436226625907,-0.291697422736381
2553,2024-02-19,206889,126177,1,-41,1.63231621995538,0.770345835056679,0.331235042124153,0.439110792932527
2553,2024-02-19,126177,206889,0,41,1.63231621995538,0.301994256497339,0.782467918541826,-0.480473662044487
2554,2024-02-19,208169,106378,1,-229,1.63231621995538,0.466985198739422,0.365596935181199,0.101388263558224
2554,2024-02-19,106378,208169,0,229,1.63231621995538,0.316643714364595,0.493068243765839,-0.176424529401244
2555,2024-02-19,111460,210434,1,-1146,1.63231621995538,0.52158101172354,0.224693573068844,0.296887438654696
2555,2024-02-19,210434,111460,0,1146,1.63231621995538,0.155026608085773,0.55929811793385,-0.404271509848077
2556,2024-02-19,105732,105676,1,53,1.63231621995538,0.619821854182557,0.830834369133035,-0.211012514950478
2556,2024-02-19,105676,105732,0,-53,1.63231621995538,0.789569189464575,0.639748090152564,0.149821099312011
2557,2024-02-19,208233,200188,1,1,1.63231621995538,0.329146438250844,0.675817312022692,-0.346670873771848
2557,2024-02-19,200188,208233,0,-1,1.63231621995538,0.654513290143587,0.365325012028293,0.289188278115295
2558,2024-02-19,208389,123809,1,242,1.63231621995538,0.44906977695755,0.38289777050331,0.0661720064542404
2558,2024-02-19,123809,208389,0,-242,1.63231621995538,0.35549639792092,0.481162139593739,-0.125665741672819
2559,2024-02-19,206909,106167,1,-116,1.63231621995538,0.735030616194568,0.363609152227212,0.371421463967356
2559,2024-02-19,106167,206909,0,116,1.63231621995538,0.330652660919148,0.741783328587667,-0.411130667668519
2560,2024-02-19,105332,123828,1,-56,1.63231621995538,0.326778396421689,0.365314316915545,-0.0385359204938563
2560,2024-02-19,123828,105332,0,56,1.63231621995538,0.339216873558902,0.369561595998063,-0.0303447224391613
2561,2024-02-19,202261,106137,1,-121,1.63231621995538,0.641257554449443,0.614245029856006,0.0270125245934371
2561,2024-02-19,106137,202261,0,121,1.63231621995538,0.593946056066962,0.656802251340132,-0.0628561952731693
2562,2024-02-19,106298,133835,1,117,1.63231621995538,0.624279695188473,0.43267577949326,0.191603915695213
2562,2024-02-19,133835,106298,0,-117,1.63231621995538,0.403755353715339,0.643482635113883,-0.239727281398545
2563,2024-02-19,208518,126239,1,262,1.63231621995538,0.703462387907526,0.546641822148647,0.15682056575888
2563,2024-02-19,126239,208518,0,-262,1.63231621995538,0.502028671238524,0.717459147629199,-0.215430476390675
2564,2024-02-19,208389,207669,1,80,1.63231621995538,0.509721466752841,0.5,0.00972146675284113
2564,2024-02-19,207669,208389,0,-80,1.63231621995538,0.412733496708184,0.535300745105305,-0.122567248397122
2565,2024-02-19,208518,131911,1,102,1.63231621995538,0.730194151484288,0.331271834095794,0.398922317388494
2565,2024-02-19,131911,208518,0,-102,1.63231621995538,0.305190380299768,0.741830654938686,-0.436640274638919
2566,2024-02-19,126177,104932,1,-94,1.63231621995538,0.277497331502779,0.467313579638267,-0.189816248135488
2566,2024-02-19,104932,126177,0,94,1.63231621995538,0.423975116249237,0.331707352115496,0.0922677641337413
2567,2024-02-19,106078,105575,1,107,1.63231621995538,0.505469327359786,0.611188836235289,-0.105719508875504
2567,2024-02-19,105575,106078,0,-107,1.63231621995538,0.569311091179436,0.528201070292524,0.0411100208869115
2568,2024-02-19,123795,209850,1,-55,1.63231621995538,0.278870069077367,0.5,-0.221129930922633
2568,2024-02-19,209850,123795,0,55,1.63231621995538,0.25,0.334661389212907,-0.0846613892129067
2569,2024-02-19,106137,207884,1,-315,1.63231621995538,0.57494580493394,0.5,0.07494580493394
2569,2024-02-19,207884,106137,0,315,1.63231621995538,0.25,0.588121732998981,-0.338121732998981
2570,2024-02-19,208389,210136,1,220,1.63231621995538,0.558343279935348,0.459794537826239,0.0985487421091089
2570,2024-02-19,210136,208389,0,-220,1.63231621995538,0.42405074974298,0.579208603697652,-0.155157853954672
2571,2024-02-19,207669,134794,1,-45,1.63231621995538,0.351402212108711,0.246555066857888,0.104847145250823
2571,2024-02-19,134794,207669,0,45,1.63231621995538,0.217054938669177,0.435313392791701,-0.218258454122524
2572,2024-02-19,131911,144915,1,-123,1.63231621995538,0.282916039829198,0.159412864827109,0.123503175002089
2572,2024-02-19,144915,131911,0,123,1.63231621995538,0.148269889639236,0.331692507221638,-0.183422617582402
2573,2024-02-19,208518,207764,1,-137,1.63231621995538,0.75250491364423,0.122248180373709,0.630256733270521
2573,2024-02-19,207764,208518,0,137,1.63231621995538,0.0982310468953798,0.762331543488114,-0.664100496592734
2574,2024-02-19,126177,202260,1,141,1.63231621995538,0.378350285500119,0.398357063611364,-0.0200067781112456
2574,2024-02-19,202260,126177,0,-141,1.63231621995538,0.37516527091105,0.418907178990461,-0.0437419080794111
2575,2024-02-19,104932,126107,1,228,1.63231621995538,0.38799282595133,0.560478160264591,-0.172485334313261
2575,2024-02-19,126107,104932,0,-228,1.63231621995538,0.535559267712172,0.435869910845633,0.0996893568665396
2576,2024-02-19,105575,106290,1,-190,1.63231621995538,0.532804147757608,0.652554944669856,-0.119750796912248
2576,2024-02-19,106290,105575,0,190,1.63231621995538,0.601615924608298,0.560957638691484,0.0406582859168132
2577,2024-02-19,106078,202128,1,-709,1.63231621995538,0.548934863553285,0.5,0.0489348635532851
2577,2024-02-19,202128,106078,0,709,1.63231621995538,0.25,0.567923025862302,-0.317923025862302
2578,2024-02-19,209850,208230,1,170,1.63231621995538,0.166666666666667,0.578437935680342,-0.411771269013675
2578,2024-02-19,208230,209850,0,-170,1.63231621995538,0.535712343251827,0.375,0.160712343251827
2579,2024-02-19,123795,212134,1,-363,1.63231621995538,0.382439873045599,0.174533006583633,0.207906866461966
2579,2024-02-19,212134,123795,0,363,1.63231621995538,0.129373214416597,0.42381608848626,-0.294442874069663
2580,2024-02-19,106137,202147,1,-259,1.63231621995538,0.600505360073234,0.5,0.100505360073234
2580,2024-02-19,202147,106137,0,259,1.63231621995538,0.412733496708184,0.612166064718413,-0.199432568010229
2581,2024-02-19,207884,105657,1,321,1.63231621995538,0.166666666666667,0.690964135594876,-0.52429746892821
2581,2024-02-19,105657,207884,0,-321,1.63231621995538,0.652136370193456,0.375,0.277136370193456
2582,2024-02-19,200473,200443,1,19,1.63231621995538,0.868710620099549,0.767187564048887,0.101523056050663
2582,2024-02-19,200443,200473,0,-19,1.63231621995538,0.734378948149832,0.875616216817326,-0.141237268667494
2583,2024-02-19,200473,208013,1,-45,1.63231621995538,0.881831668825136,0.682292854633207,0.19953881419193
2583,2024-02-19,208013,200473,0,45,1.63231621995538,0.652466179430876,0.887455511799324,-0.234989332368448
2584,2024-02-19,200443,207213,1,24,1.63231621995538,0.704261358293632,0.576332576410731,0.1279287818829
2584,2024-02-19,207213,200443,0,-24,1.63231621995538,0.547069330081017,0.715912078307058,-0.168842748226042
2585,2024-02-19,208013,144681,1,-573,1.63231621995538,0.625138047005011,0.174533006583633,0.450605040421378
2585,2024-02-19,144681,208013,0,573,1.63231621995538,0.129373214416597,0.640207718689796,-0.510834504273199
2586,2024-02-19,200473,111505,1,-62,1.63231621995538,0.892568375626151,0.632759942632679,0.259808432993473
2586,2024-02-19,111505,200473,0,62,1.63231621995538,0.566402578618858,0.897236874930725,-0.330834296311867
2587,2024-02-19,200443,124154,1,-303,1.63231621995538,0.726679623469723,0.492199470915326,0.234480152554397
2587,2024-02-19,124154,200443,0,303,1.63231621995538,0.43799807428789,0.736660749238057,-0.298662674950166
2588,2024-02-19,207213,207609,1,-480,1.63231621995538,0.520634166619768,0.699933155461359,-0.179298988841591
2588,2024-02-19,207609,207213,0,480,1.63231621995538,0.652238515023756,0.542730094909492,0.109508420114264
2589,2024-02-19,144681,111576,1,690,1.63231621995538,0.102779409302095,0.841191617892401,-0.738412208590306
2589,2024-02-19,111576,144681,0,-690,1.63231621995538,0.805557137378451,0.255763736408384,0.549793400970066
2590,2024-02-19,208013,209874,1,-43,1.63231621995538,0.65411259639372,0.679535170400759,-0.0254225740070385
2590,2024-02-19,209874,208013,0,43,1.63231621995538,0.649496793172644,0.666982702388535,-0.0174859092158905
2591,2024-02-19,200473,209262,1,-68,1.63231621995538,0.901516527460796,0.533919905917641,0.367596621543155
2591,2024-02-19,209262,200473,0,68,1.63231621995538,0.50572288855971,0.905453972395196,-0.399731083835486
2592,2024-02-19,111505,207494,1,57,1.63231621995538,0.512641955429504,0.619049091247329,-0.106407135817825
2592,2024-02-19,207494,111505,0,-57,1.63231621995538,0.579036524562145,0.554889983232607,0.0241465413295381
2593,2024-02-19,124154,208269,1,113,1.63231621995538,0.394549923384885,0.664951017558028,-0.270401094173143
2593,2024-02-19,208269,124154,0,-113,1.63231621995538,0.631655145669598,0.449188811212034,0.182466334457564
2594,2024-02-19,200443,126555,1,-88,1.63231621995538,0.745938575724212,0.216197418454733,0.529741157269479
2594,2024-02-19,126555,200443,0,88,1.63231621995538,0.194207437118475,0.754584907916788,-0.560377470798313
2595,2024-02-19,207609,106368,1,190,1.63231621995538,0.61062919869783,0.558660795788373,0.0519684029094576
2595,2024-02-19,106368,207609,0,-190,1.63231621995538,0.51657826222396,0.633979351436574,-0.117401089212614
2596,2024-02-19,207213,207729,1,-117,1.63231621995538,0.562878795776096,0.492406123303159,0.0704726724729376
2596,2024-02-19,207729,207213,0,117,1.63231621995538,0.457239723317475,0.581326808225675,-0.1240870849082
2597,2024-02-19,111576,200318,1,-128,1.63231621995538,0.772819049213695,0.39927010156687,0.373548947646825
2597,2024-02-19,200318,111576,0,128,1.63231621995538,0.364425156848715,0.781691186104819,-0.417266029256104
2598,2024-02-19,144681,123819,1,576,1.63231621995538,0.364177325093264,0.229542846163467,0.134634478929798
2598,2024-02-19,123819,144681,0,-576,1.63231621995538,0.20490894577071,0.445021551794081,-0.240112606023371
2599,2024-02-19,209874,111805,1,67,1.63231621995538,0.622001645210936,0.781200122544852,-0.159198477333916
2599,2024-02-19,111805,209874,0,-67,1.63231621995538,0.75503380652223,0.637353557194989,0.117680249327241
2600,2024-02-19,208013,126125,1,-39,1.63231621995538,0.67892940121341,0.0427900382004563,0.636139363012953
2600,2024-02-19,126125,208013,0,39,1.63231621995538,0.0394167497457402,0.690048630422402,-0.650631880676661
2601,2024-02-19,200473,105577,1,-584,1.63231621995538,0.909088676971594,0.309101599218071,0.599987077753523
2601,2024-02-19,105577,200473,0,584,1.63231621995538,0.273369453980136,0.912454264032483,-0.639084810052347
2602,2024-02-19,209262,144972,1,-40,1.63231621995538,0.48035471963157,0.194244900589691,0.286109819041879
2602,2024-02-19,144972,209262,0,40,1.63231621995538,0.176308646877776,0.505176167986307,-0.328867521108531
2603,2024-02-19,111505,106071,1,-32,1.63231621995538,0.590397545069177,0.516532246330717,0.0738652987384595
2603,2024-02-19,106071,111505,0,32,1.63231621995538,0.487275495675128,0.620658578257169,-0.133383082582041
2604,2024-02-19,207494,210340,1,-92,1.63231621995538,0.543882397063846,0.401106199976787,0.142776197087059
2604,2024-02-19,210340,207494,0,92,1.63231621995538,0.374290529366246,0.56998897539428,-0.195698446028034
2605,2024-02-19,124154,105943,1,253,1.63231621995538,0.494782227220062,0.239722341609763,0.255059885610298
2605,2024-02-19,105943,124154,0,-253,1.63231621995538,0.212982385063301,0.533404672291364,-0.320422287228063
2606,2024-02-19,208269,209409,1,107,1.63231621995538,0.601534698123379,0.5,0.101534698123379
2606,2024-02-19,209409,208269,0,-107,1.63231621995538,0.440175376307082,0.619670684622732,-0.17949530831565
2607,2024-02-19,126555,206904,1,-11,1.63231621995538,0.176277782059706,0.494119942241666,-0.31784216018196
2607,2024-02-19,206904,126555,0,11,1.63231621995538,0.464454822900329,0.245898116157499,0.21855670674283
2608,2024-02-19,200443,209920,1,-282,1.63231621995538,0.762662097717914,0.596947650109192,0.165714447608722
2608,2024-02-19,209920,200443,0,282,1.63231621995538,0.540724643845353,0.77022454999253,-0.229499906147176
2609,2024-02-19,207609,200610,1,419,1.63231621995538,0.654687381803849,0.634787827911017,0.0198995538928318
2609,2024-02-19,200610,207609,0,-419,1.63231621995538,0.532865103611715,0.673177720310889,-0.140312616699174
2610,2024-02-19,106368,109303,1,260,1.63231621995538,0.480391556527025,0.815456659184775,-0.33506510265775
2610,2024-02-19,109303,106368,0,-260,1.63231621995538,0.776192012991558,0.51440767352576,0.261784339465798
2611,2024-02-19,207729,106177,1,52,1.63231621995538,0.426761496552958,0.519651279199359,-0.0928897826464004
2611,2024-02-19,106177,207729,0,-52,1.63231621995538,0.491989478713659,0.462584031063476,0.0294054476501828
2612,2024-02-19,207213,110751,1,-187,1.63231621995538,0.598280737445378,0.582969139710822,0.015311597734556
2612,2024-02-19,110751,207213,0,187,1.63231621995538,0.552573885256712,0.613915025613665,-0.0613411403569531
2613,2024-02-19,209920,126127,1,308,1.63231621995538,0.494180659143495,0.378902987768106,0.115277671375388
2613,2024-02-19,126127,209920,0,-308,1.63231621995538,0.326576580156244,0.534269379225427,-0.207692799069183
2614,2024-02-19,110751,133872,1,41,1.63231621995538,0.525191102677785,0.511776210566875,0.0134148921109108
2614,2024-02-19,133872,110751,0,-41,1.63231621995538,0.477619742012108,0.547609309973229,-0.0699895679611209
2615,2024-02-19,208269,105539,1,75,1.63231621995538,0.63622763612876,0.377031312776101,0.25919632335266
2615,2024-02-19,105539,208269,0,-75,1.63231621995538,0.349956567944445,0.65140317101221,-0.301446603067765
2616,2024-02-19,106071,134068,1,-158,1.63231621995538,0.461155332468717,0.5,-0.0388446675312827
2616,2024-02-19,134068,106071,0,158,1.63231621995538,0.457109207960994,0.488570271444797,-0.0314610634838024
2617,2024-02-19,105577,111187,1,406,1.63231621995538,0.245042536471983,0.0584643060204379,0.186578230451545
2617,2024-02-19,111187,105577,0,-406,1.63231621995538,0.0523438162387216,0.315927107227761,-0.263583290989039
2618,2024-02-19,126127,207996,1,-903,1.63231621995538,0.286948995782766,0.5,-0.213051004217234
2618,2024-02-19,207996,126127,0,903,1.63231621995538,0.25,0.364109475015706,-0.114109475015706
2619,2024-02-19,209920,208158,1,120,1.63231621995538,0.568470274624775,0.528194497058991,0.0402757775657839
2619,2024-02-19,208158,209920,0,-120,1.63231621995538,0.466274280502708,0.597991724106934,-0.131717443604226
2620,2024-02-19,133872,208322,1,-81,1.63231621995538,0.447737296203186,0.587218255388316,-0.13948095918513
2620,2024-02-19,208322,133872,0,81,1.63231621995538,0.545644121810721,0.480255304429619,0.0653888173811017
2621,2024-02-19,110751,207797,1,-109,1.63231621995538,0.568006002296242,0.587410245338546,-0.0194042430423035
2621,2024-02-19,207797,110751,0,109,1.63231621995538,0.533744520878385,0.5866428123836,-0.0528982915052155
2622,2024-02-19,105539,122113,1,-234,1.63231621995538,0.326509790543116,0.352986220214516,-0.0264764296714006
2622,2024-02-19,122113,105539,0,234,1.63231621995538,0.304909999090298,0.368799650074201,-0.0638896509839033
2623,2024-02-19,134068,209385,1,119,1.63231621995538,0.420995543361649,0.6732719255162,-0.252276382154551
2623,2024-02-19,209385,134068,0,-119,1.63231621995538,0.651030750206973,0.463390115697719,0.187640634509254
2624,2024-02-19,105577,202358,1,468,1.63231621995538,0.374643194998561,0.519523697833632,-0.144880502835071
2624,2024-02-19,202358,105577,0,-468,1.63231621995538,0.49394264068195,0.424076487646074,0.0698661530358761
2625,2024-02-19,111187,200385,1,48,1.63231621995538,0.0473833640386939,0.406707701738928,-0.359324337700234
2625,2024-02-19,200385,111187,0,-48,1.63231621995538,0.384159443866705,0.129845097106416,0.254314346760289
